customerID,TotalCharges,MonthlyCharges,SeniorCitizen,tenure,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
1960-UYCNN,1021.55,95.25,0,10,1,0,0,1,2,1,0,2,2,0,0,2,0,1,2,0
0348-SDKOL,5885.4,102.1,0,58,0,1,0,1,2,1,0,0,2,2,2,2,0,1,1,1
3190-FZATL,268.4,19.95,0,14,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
7336-RLLRH,2204.35,80.85,0,27,1,1,0,1,2,0,2,0,0,2,2,2,1,0,3,0
4373-MAVJG,1259.0,90.9,0,14,0,1,1,1,2,1,0,2,0,0,0,2,0,1,0,1
8901-HJXTF,309.1,29.2,0,12,0,1,1,0,1,0,0,2,0,0,0,0,0,0,3,1
7710-JSYOA,6398.05,93.3,0,69,0,1,1,1,2,1,0,2,0,2,0,2,2,1,0,0
5419-KLXBN,2257.75,89.15,0,25,0,1,1,1,0,1,0,2,2,0,2,0,0,1,0,1
3424-NMNBO,6287.25,108.85,1,58,1,1,0,1,2,1,2,2,2,0,2,2,1,1,2,1
9885-MFVSU,1662.05,46.35,0,35,0,1,1,0,1,0,2,0,0,2,2,0,2,1,1,0
4514-GFCFI,1350.15,84.75,1,16,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,1
0607-MVMGC,3600.65,78.75,0,45,1,1,1,1,2,0,0,2,2,0,2,2,1,0,1,0
3365-SAIGS,1329.15,83.55,0,17,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,0
9828-AOQLM,45.7,45.7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1
8022-BECSI,422.5,19.6,0,22,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
8000-REIQB,69.95,69.95,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
9993-LHIEB,4627.65,67.85,0,67,1,1,1,1,0,0,2,0,2,2,0,2,2,0,3,0
0266-CLZKZ,6717.9,105.65,0,67,0,1,1,1,2,1,0,0,2,2,2,2,2,1,0,0
7615-ESMYF,97.1,44.6,0,2,0,1,0,0,1,0,0,0,0,0,2,2,0,0,2,1
3858-VOBET,1710.45,74.95,0,23,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
7020-OZKXZ,637.4,75.5,1,9,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0
3977-QCRSL,117.95,20.15,0,5,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
0017-DINOC,2460.55,45.2,0,54,1,0,0,0,1,0,2,0,0,2,2,0,2,0,1,0
1447-PJGGA,5464.65,95.25,0,57,0,0,0,1,0,1,0,0,2,0,2,2,2,1,2,1
8565-CLBZW,2165.05,89.85,0,24,1,0,0,1,2,1,0,0,2,0,2,0,0,1,3,1
9139-WQQDY,4941.8,100.45,0,49,0,1,1,1,2,1,0,2,0,0,2,2,1,0,3,1
0224-HJAPT,223.15,47.15,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1
8086-OVPWV,181.1,80.2,0,2,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1
9430-FRQOC,341.45,87.1,0,4,0,0,1,1,2,1,0,0,2,2,0,0,0,1,3,1
7639-OPLNG,5731.85,79.25,0,70,1,1,1,1,2,0,2,2,2,2,2,0,2,1,0,0
3074-GQWYX,357.75,75.9,0,5,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1
1492-QGCLU,4616.1,85.7,0,53,1,1,1,1,2,0,2,0,2,2,2,2,0,0,2,0
6845-RGTYS,4533.7,98.75,0,47,0,1,0,1,2,1,2,2,2,0,2,0,0,1,2,1
7328-OWMOM,589.25,20.1,0,31,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,0
4418-LZMSV,750.1,61.8,0,13,1,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0
5155-AZQPB,1410.25,49.9,0,28,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,0
8861-HGGKB,830.85,86.45,0,10,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,1
1087-GRUYI,743.5,20.4,0,38,1,1,0,1,0,2,1,1,1,1,1,1,2,0,0,0
7065-YUNRY,45.3,45.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1
7694-VLBWQ,7040.85,104.1,0,67,1,1,0,1,2,1,0,2,2,0,2,2,1,0,2,1
2546-KZAAT,3865.45,75.4,0,52,1,1,0,1,0,0,2,2,0,0,2,2,1,1,3,0
0181-RITDD,6825.65,108.15,0,62,1,1,1,1,0,1,2,2,2,2,2,2,2,0,3,0
5989-PGKJB,1340.1,86.25,0,16,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,0
4795-KTRTH,371.65,81.0,1,5,0,1,0,1,2,1,0,2,0,0,0,0,0,1,2,1
8272-ONJLV,1184.0,95.7,0,12,1,0,0,1,0,1,0,0,2,0,2,2,1,0,2,0
1488-PBLJN,8477.7,116.85,0,72,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0
0308-GIQJT,7382.85,105.75,1,71,1,0,0,1,2,1,0,2,0,2,2,2,1,0,0,0
3778-FOAQW,456.85,20.15,0,24,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0
4452-ROHMO,331.6,19.6,0,15,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
6481-OGDOO,6056.15,90.6,0,67,1,1,0,1,0,1,2,2,0,0,0,2,1,1,1,1
3090-LETTY,134.6,60.95,0,2,1,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0
5349-AZPEW,125.5,25.05,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0
3753-TSEMP,1390.6,88.15,0,15,0,1,0,1,0,1,0,0,0,0,2,2,0,0,2,1
8305-VHZBZ,20.2,20.2,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
9720-JJJOR,2511.3,60.3,0,41,1,1,1,1,0,0,2,2,2,0,0,0,1,1,0,0
8100-HZZLJ,2737.05,63.95,0,43,0,0,1,1,0,0,2,2,0,0,0,2,0,1,2,0
8775-ERLNB,74.3,74.3,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,0
8309-IEYJD,70.6,70.6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0
9172-JITSM,2361.8,90.8,0,26,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,1
6298-QDFNH,1730.35,79.35,0,22,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,1
7398-HPYZQ,6404.0,90.55,0,71,1,1,0,1,2,0,2,2,2,2,2,2,2,0,0,0
3546-GHEAE,165.35,19.45,0,7,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
7361-YPXFS,1867.6,64.45,1,28,0,0,0,1,2,0,0,2,2,2,0,0,0,0,0,0
6557-BZXLQ,1043.3,69.65,1,16,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
2550-QHZGP,128.6,19.5,0,7,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
7519-JTWQH,7455.45,110.5,0,69,0,0,0,1,2,1,0,2,2,2,2,2,2,1,0,0
2538-OIMXF,24.7,24.7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0
8543-MSDMF,206.15,77.4,0,3,1,0,0,1,0,0,2,0,2,0,2,2,0,1,2,0
9961-JBNMK,2030.3,96.8,1,21,1,0,0,1,0,1,0,0,2,0,2,2,0,1,0,1
1170-SASML,5869.4,85.4,0,69,0,1,0,1,2,1,0,2,2,0,0,0,0,1,0,0
4872-JCVCA,3377.8,47.6,0,71,0,1,0,0,1,0,2,2,2,2,0,0,2,1,0,0
5346-BZCHP,1346.2,19.4,0,69,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
2038-LLMLM,4946.05,103.85,0,48,0,0,0,1,2,1,0,0,2,2,2,2,0,1,2,0
6173-ITPWD,4065.0,83.35,0,47,1,1,0,1,2,1,0,2,2,0,0,0,0,1,0,1
9734-UYXQI,106.55,49.4,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1
1216-BGTSP,4964.7,108.45,0,45,1,0,0,1,2,1,2,0,2,2,2,2,0,1,1,0
4138-NAXED,4085.75,81.0,0,51,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0
2189-UXTKY,1742.75,79.2,0,22,0,1,0,1,2,0,2,0,0,2,2,2,0,1,2,1
0744-BIKKF,6224.8,86.65,0,72,1,0,0,1,2,0,2,2,2,2,2,2,2,0,0,0
7483-IQWIB,3415.25,92.95,0,37,1,1,1,1,2,1,0,2,2,0,2,0,0,1,2,0
5248-KWLAR,6325.25,90.35,0,71,1,1,1,1,2,0,2,2,2,2,2,2,2,0,2,0
4958-GZWIY,340.25,48.7,0,7,1,1,1,1,0,0,0,0,2,0,0,0,0,0,2,1
7996-MHXLW,1683.6,25.15,0,66,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,0
7833-PKIHD,3966.3,76.4,0,51,1,1,1,1,0,0,2,0,0,2,2,2,1,1,0,0
7061-OVMIM,608.5,19.55,0,30,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0
5153-RTHKF,2896.6,85.35,0,34,0,0,0,1,2,1,0,0,0,0,2,0,0,0,2,0
1852-QSWCD,1514.85,24.8,0,64,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,0
4832-VRBMR,6792.45,103.15,1,65,1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,0
9079-LWTFD,4669.2,100.75,0,47,1,0,0,1,2,1,2,2,0,2,2,0,0,0,3,0
6356-ELRKD,95.6,95.6,0,1,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,1
8624-GIOUT,2934.3,59.75,0,49,0,0,0,1,2,0,2,2,0,0,0,0,0,1,1,1
3392-EHMNK,6302.8,94.1,0,67,0,1,1,1,2,1,0,2,0,2,2,0,2,0,1,0
5986-WWXDV,779.2,19.35,0,39,1,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0
3061-BCKYI,283.75,19.9,0,14,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
6179-GJPSO,4600.7,108.15,1,43,0,0,0,1,0,1,2,2,0,2,2,2,0,1,1,1
7901-TBKJX,5594.0,101.05,1,56,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,0
7228-PAQPD,772.85,59.1,0,14,0,0,0,1,0,0,0,0,0,2,0,2,1,0,1,0
3177-LASXD,71.35,71.35,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
7746-QYVCO,857.8,55.85,0,16,1,1,1,1,0,0,2,2,0,0,0,0,1,1,3,0
5804-HYIEZ,7554.05,106.05,0,70,1,1,1,1,2,1,2,2,0,0,2,2,0,1,2,0
9919-FZDED,5981.65,84.1,1,72,1,1,0,1,2,0,2,2,2,0,2,2,2,1,1,0
5934-TSSAU,1702.9,75.3,0,23,0,1,1,1,0,1,0,0,2,0,0,0,0,1,1,0
3486-KHMLI,467.15,24.7,0,21,1,0,1,1,2,2,1,1,1,1,1,1,0,0,3,0
4897-QSUYC,20.15,20.15,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
1084-UQCHV,69.75,69.75,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
8290-YWKHZ,2931.0,93.2,1,32,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1
2955-BJZHG,1400.85,80.85,0,17,1,1,1,1,0,1,0,0,0,0,2,0,0,0,2,1
3806-DXQOM,137.85,33.65,0,4,0,0,0,0,1,0,2,2,0,0,0,0,0,1,2,1
6784-XYJAE,1941.5,55.8,0,36,0,0,0,1,2,0,0,0,2,0,0,0,1,0,2,0
3933-DQPWX,1932.75,39.7,0,50,0,0,0,0,1,0,0,2,2,2,0,0,2,0,1,0
6661-EIPZC,1423.05,29.5,0,48,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0
8957-THMOA,970.85,20.15,0,50,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
2251-PYLPB,5810.9,79.55,0,72,1,1,0,1,2,0,2,2,2,2,0,2,2,0,1,0
5555-RNPGT,223.9,24.8,0,10,1,0,1,1,2,2,1,1,1,1,1,1,0,0,1,0
1057-FOGLZ,391.7,19.65,0,18,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
9300-RENDD,79.95,79.95,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
0761-AETCS,19.3,19.3,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,1
8087-LGYHQ,811.65,94.05,0,9,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,0
4137-BTIKL,174.75,90.75,0,2,1,0,0,1,2,1,2,0,0,0,0,2,0,0,3,0
2190-BCXEC,3126.85,78.85,0,40,0,1,0,1,2,1,0,0,0,2,0,0,0,1,1,0
6227-FBDXH,6841.45,99.5,0,69,1,1,0,1,2,1,0,0,2,0,2,2,1,0,0,0
2153-MREFK,3754.6,99.2,0,37,0,1,0,1,2,1,2,0,2,2,0,2,1,1,2,1
2911-WDXMV,1406.65,80.55,0,18,1,0,1,1,2,1,0,0,2,0,0,0,0,1,1,0
7206-PQBBZ,834.7,70.2,1,11,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0
3106-ULWFW,627.4,85.2,0,8,0,1,0,1,2,1,0,0,0,0,0,2,0,1,1,1
0925-VYDLG,242.0,75.25,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1
4547-FZJWE,3157.0,59.45,0,55,1,1,1,1,0,0,2,0,0,0,0,2,1,0,1,0
7422-WNBTY,3092.0,93.35,0,33,1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,0
0842-IWYCP,2168.9,44.95,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3521-HTQTV,980.35,26.1,0,34,1,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
3744-ZBHON,65.95,20.2,0,3,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0
3373-DIUUN,711.9,21.25,0,30,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
8383-SGHJU,1952.8,59.4,0,33,0,0,0,1,2,0,2,0,0,2,0,0,1,0,2,0
7607-QKKTJ,4368.85,95.0,0,45,1,1,1,1,2,1,0,2,2,0,0,2,1,1,1,0
7707-PYBBH,2647.1,61.9,0,40,1,0,0,1,0,0,2,2,0,2,0,0,0,1,3,0
8984-HPEMB,8477.6,118.65,0,71,0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,0
4349-GFQHK,54.35,54.35,0,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,2,1
4139-DETXS,4528.0,64.45,0,72,0,1,1,0,1,0,2,2,2,2,2,2,2,0,0,0
9779-DPNEJ,1790.65,80.15,0,22,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,0
9805-FILKB,845.6,20.2,0,46,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0
5793-YOLJN,1210.3,21.0,0,55,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
0673-IGUQO,20.45,20.45,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
4123-FCVCB,854.45,75.85,0,12,0,0,0,1,2,0,0,0,0,2,2,2,1,1,3,0
8819-IMISP,2429.1,80.45,0,31,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,0
7802-EFKNY,100.4,24.95,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1
8311-UEUAB,5229.45,75.5,0,67,0,1,1,1,2,0,2,0,0,0,2,2,2,1,2,0
5858-EAFCZ,44.45,44.45,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
8035-BUYVG,1716.45,42.35,0,40,1,1,0,0,1,0,2,2,2,0,0,0,1,1,2,1
1163-ONYEY,3023.55,74.55,0,41,1,1,1,1,2,0,2,2,2,0,2,0,0,1,1,0
9787-XVQIU,75.3,75.3,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
8945-MUQUF,4837.6,94.8,0,51,1,0,0,1,2,1,2,2,0,0,2,0,1,1,2,1
5656-MJEFC,2032.3,48.15,0,42,1,1,1,0,1,0,2,0,2,2,2,0,2,0,1,0
6082-OQFBA,436.9,19.65,0,23,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
8051-HJRLT,70.55,70.55,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
8974-OVACP,20.15,20.15,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
4010-YLMVT,5893.95,106.6,0,56,0,0,0,1,2,1,2,2,0,0,2,2,0,1,1,0
1379-FRVEB,1430.05,91.0,0,15,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,0
8612-GXIDD,313.0,25.4,0,12,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0
6288-CHQJB,3871.85,69.95,0,54,0,1,1,1,0,0,2,0,2,2,0,2,2,0,0,0
8160-HOWOX,458.1,66.85,0,7,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,0
3023-GFLBR,2745.7,86.15,0,33,0,1,1,1,2,1,0,0,0,0,0,2,0,0,1,1
6648-INWPS,341.35,20.15,0,16,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0
4223-BKEOR,1336.8,64.85,0,21,0,0,1,1,0,0,2,0,2,0,0,2,1,0,3,0
4079-VTGLK,2181.75,74.85,1,30,1,1,0,1,2,0,0,0,2,0,2,2,2,0,2,0
1763-WQFUK,147.75,50.5,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0
1391-UBDAR,818.45,72.9,0,11,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0
8894-JVDCV,7133.45,115.05,0,62,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,0
2023-VQFDL,348.8,19.0,0,18,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0
1345-GKDZZ,128.6,19.55,0,6,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
2014-MKGMH,4674.4,101.1,0,46,0,0,0,1,2,1,0,0,2,0,2,2,1,1,2,0
5628-FCGYG,1737.45,84.1,0,21,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0
2560-WBWXF,1498.85,24.15,0,68,1,0,0,1,2,2,1,1,1,1,1,1,2,1,0,0
0248-IPDFW,50.1,50.1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0
7978-DKUQH,1797.75,74.6,0,25,0,1,0,1,0,1,0,0,2,0,0,0,0,1,2,0
4335-UPJSI,498.1,19.75,0,24,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
0524-IAVZO,2624.25,85.0,0,30,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,1
2737-YNGYW,184.1,80.55,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1
1784-EZDKJ,5498.8,106.8,0,51,1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,0
9297-FVVDH,4845.4,84.5,0,57,0,1,1,1,2,0,2,0,2,2,2,2,2,1,2,0
8007-YYPWD,369.1,25.05,0,15,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
7101-HRBLJ,6096.9,83.7,0,72,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0
5159-YFPKQ,160.75,75.8,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,1
6635-CPNUN,2684.35,96.6,0,28,1,1,0,1,2,1,0,2,2,0,2,0,0,0,1,0
4021-RQSNY,3004.15,98.5,1,29,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
5453-YBTWV,6994.8,101.1,0,70,1,1,1,1,0,1,2,2,2,2,2,0,2,1,1,0
5039-LZRQT,273.25,20.2,0,13,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
2931-VUVJN,5483.9,94.05,1,59,0,1,0,1,2,1,2,2,2,2,0,0,1,1,2,0
9061-TIHDA,1233.65,95.25,1,13,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1
8699-ASUFO,527.9,74.4,1,7,1,1,0,1,2,1,0,0,0,0,0,0,0,1,3,1
6418-PIQSP,4985.9,81.0,0,62,0,1,0,1,0,0,2,0,2,2,2,2,2,0,3,0
8220-OCUFY,1258.35,60.25,0,21,0,0,0,1,0,0,2,0,2,2,0,0,1,1,2,0
3995-WFCSM,111.4,60.85,0,2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,0
1895-QTKDO,43.95,43.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2038-OEQZH,308.1,86.05,0,4,1,0,0,1,0,1,0,0,2,0,0,2,0,0,2,0
1178-PZGAB,383.65,20.25,0,19,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0
7927-AUXBZ,2555.9,85.15,0,30,0,0,0,1,0,1,0,0,0,2,2,0,0,0,2,1
2626-VEEWG,1284.2,19.4,0,67,1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,0
2878-RMWXY,7550.3,102.65,1,72,1,1,0,1,2,1,2,2,2,0,0,2,2,1,1,0
1657-DYMBM,1110.05,19.9,0,53,1,1,0,1,0,2,1,1,1,1,1,1,2,0,1,0
7311-MQJCH,99.6,19.55,0,5,0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,0
7375-WMVMT,6707.15,95.5,1,71,1,1,0,1,0,1,0,2,2,2,0,2,2,1,1,0
1136-XGEQU,4164.4,84.15,0,50,0,1,1,1,2,0,0,2,2,2,2,2,1,1,1,0
2530-FMFXO,5873.75,103.2,0,56,1,1,1,1,2,1,0,0,2,2,2,2,2,1,2,0
6844-DZKRF,109.25,50.2,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
4695-WJZUE,179.25,88.55,1,2,0,0,0,1,2,1,0,0,2,0,0,2,0,1,2,1
7619-ODSGN,1338.15,54.75,0,24,1,1,1,1,2,0,2,0,0,0,0,0,0,0,2,1
5970-GHJAW,862.4,19.95,0,46,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0
8879-XUAHX,8564.75,116.25,0,71,1,1,0,1,2,1,2,2,2,2,2,2,2,1,2,0
3689-MOZGR,926.2,31.2,0,29,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0
4195-PNGZS,1718.2,24.45,0,69,1,1,1,1,2,2,1,1,1,1,1,1,2,0,0,0
5003-XZWWO,5956.85,84.2,0,71,1,1,0,1,2,0,0,2,2,2,2,2,2,0,1,0
3988-RQIXO,91.3,91.3,1,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1
7622-FWGEW,4824.45,85.65,1,56,1,1,0,1,0,0,2,2,2,2,2,2,2,1,0,0
6922-NCEDI,1238.65,21.2,0,56,1,0,1,1,0,2,1,1,1,1,1,1,1,1,3,0
2514-GINMM,79.5,79.5,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
9891-NQDBD,672.2,25.55,0,28,0,1,0,1,2,2,1,1,1,1,1,1,1,0,3,0
6131-IUNXN,382.2,20.2,0,19,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
8548-AWOFC,4264.6,63.85,0,66,1,1,0,1,2,0,0,0,0,2,0,2,0,0,2,0
9798-DRYDS,1070.7,61.95,0,17,0,1,1,1,2,0,0,0,2,2,0,0,1,1,3,0
8532-UEFWH,1345.85,25.75,0,52,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0
6296-DDOOR,1045.25,58.2,0,19,0,0,0,1,0,0,0,2,0,0,2,0,1,0,2,0
7951-VRDVK,3003.55,85.85,0,36,0,0,0,1,0,0,2,2,2,2,2,2,1,0,0,0
5931-FLJJF,467.55,70.1,1,7,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,1
4815-YOSUK,7537.5,104.9,0,72,1,1,1,1,2,1,2,2,2,2,0,2,1,1,1,0
2659-VXMWZ,7482.1,111.3,0,67,1,1,1,1,2,1,2,2,2,0,2,2,1,1,2,1
0380-NEAVX,3343.15,99.85,1,34,1,0,0,1,0,1,0,2,2,0,2,2,1,1,2,0
3207-OYBWH,5427.05,95.25,1,57,1,1,0,1,2,1,0,2,2,0,0,2,0,1,0,1
4285-GYRQC,587.1,86.25,0,7,0,1,0,1,0,1,0,0,2,0,2,0,0,1,2,1
7216-EWTRS,100.8,100.8,1,1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
4365-MSDYN,161.15,19.55,0,8,1,1,0,1,0,2,1,1,1,1,1,1,0,1,0,0
7036-TYDEC,7028.5,104.0,0,69,0,0,0,1,2,1,0,0,2,2,2,2,2,0,2,0
5802-ADBRC,5232.9,104.4,0,50,0,1,0,1,2,1,2,0,2,0,2,2,1,1,3,0
8076-FEZKJ,225.85,19.5,0,10,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
5197-YPYBZ,274.7,25.25,0,12,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0
8337-MSSXB,1180.95,86.3,0,14,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1
4312-GVYNH,3370.2,49.85,0,70,0,1,0,0,1,0,2,0,2,2,0,2,2,1,0,0
8495-LJDFO,7111.3,108.95,1,64,0,0,0,1,2,1,2,0,2,2,2,2,0,1,0,0
0839-JTCUD,5958.85,89.9,0,66,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,0
5494-WOZRZ,5999.85,82.0,0,71,0,1,1,1,0,0,2,0,2,2,2,2,2,1,1,0
1302-UHBDD,1648.45,89.95,1,20,1,0,0,1,0,1,0,0,0,0,2,2,0,0,2,0
2234-EOFPT,5753.25,79.35,0,72,1,1,0,1,0,0,2,2,0,2,2,2,2,1,0,0
8619-IJNDK,4492.9,64.05,0,71,0,1,1,1,0,0,2,2,2,2,0,0,2,0,1,0
8378-LKJAF,3956.7,101.15,0,38,1,1,1,1,2,1,0,0,2,0,2,2,0,1,1,0
8182-BJDSI,2625.55,89.95,0,28,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,1
2528-HFYZX,1233.4,76.45,1,17,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,1
1153-GNOLC,1309.0,39.1,0,33,1,0,0,0,1,0,0,2,0,0,2,0,1,1,2,0
3298-QEICA,813.45,34.6,0,23,0,1,1,0,1,0,2,0,0,2,0,0,2,0,3,0
0788-DXBFY,1108.8,19.55,0,58,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0
3597-YASZG,7349.35,104.45,1,70,0,1,0,1,2,1,0,2,0,2,2,2,2,1,0,0
3496-LFSZU,294.2,70.5,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0
5242-UOWHD,929.2,20.35,0,45,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
2482-CZGBB,740.0,70.0,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
6479-SZPLM,754.5,19.45,0,36,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0
8097-VBQTZ,3883.3,69.9,0,54,1,0,0,1,0,0,2,2,0,2,2,0,0,1,3,0
4500-HKANN,1414.2,59.7,0,23,1,1,1,1,2,0,0,2,0,2,0,0,2,0,3,0
9917-KWRBE,3211.2,78.35,0,41,0,1,1,1,2,0,2,2,2,0,2,0,1,1,1,0
3420-ZDBMA,371.6,71.45,1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0
2212-LYASK,1246.4,45.85,0,27,1,1,1,0,1,0,0,2,2,0,0,2,1,1,1,0
